id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price_per_sqft,house_age,is_renovated,years_since_renovation,total_rooms,living_lot_ratio,has_basement,price_category,decade_built
3797000295,20150312T000000,492000.0,2,1.0,880,2970,1.0,0,0,3,7,880,0,1927,0,98103,47.6868,-122.349,1370,3060,559.0909090909091,88,0,88,3.0,0.2962962962962963,0,Moderate ($250K-$500K),1920
1775801260,20150311T000000,425000.0,4,2.5,1930,14196,1.0,0,0,4,7,1330,600,1977,0,98072,47.7407,-122.097,1470,12852,220.20725388601036,38,0,38,6.5,0.13595378979994366,1,Moderate ($250K-$500K),1970
4055701200,20150421T000000,1955000.0,4,2.75,3120,7898,1.0,1,4,4,8,1560,1560,1963,0,98034,47.7165,-122.259,2630,13868,626.6025641025641,52,0,52,6.75,0.3950367181564953,1,Luxury (>$1M),1960
7137960030,20150309T000000,298900.0,3,2.5,1830,6162,2.0,0,0,3,8,1830,0,1994,0,98092,47.3291,-122.17,1860,7017,163.33333333333334,21,0,21,5.5,0.29698149951314506,0,Moderate ($250K-$500K),1990
7880010060,20150406T000000,699000.0,4,2.5,3230,40319,2.0,0,0,4,10,3230,0,1987,0,98027,47.4856,-122.069,2990,40234,216.40866873065016,28,0,28,6.5,0.08011111386691139,0,Mid-High ($500K-$750K),1980
3797001920,20140702T000000,310000.0,2,1.0,700,3000,1.0,0,0,4,6,700,0,1918,0,98103,47.6846,-122.346,1560,4500,442.85714285714283,97,0,97,3.0,0.23333333333333334,0,Moderate ($250K-$500K),1910
3901100055,20141222T000000,350000.0,3,1.75,1010,8580,1.0,0,0,3,7,1010,0,1961,0,98033,47.6703,-122.174,1500,8580,346.53465346534654,54,0,54,4.75,0.11771561771561771,0,Moderate ($250K-$500K),1960
8069000075,20141229T000000,790000.0,4,1.75,2460,10061,1.0,1,4,3,7,1410,1050,1961,0,98178,47.5105,-122.238,2300,10061,321.1382113821138,54,0,54,5.75,0.2445084981612166,1,High ($750K-$1M),1960
1541700240,20140729T000000,305000.0,4,2.5,2230,5000,2.0,0,0,3,8,2230,0,2003,0,98031,47.3919,-122.184,2230,6137,136.77130044843048,12,0,12,6.5,0.446,0,Moderate ($250K-$500K),2000
6064800710,20141002T000000,315000.0,3,2.5,1570,2865,2.0,0,0,3,7,1570,0,2003,0,98118,47.5412,-122.288,1610,2582,200.63694267515925,12,0,12,5.5,0.5479930191972077,0,Moderate ($250K-$500K),2000
1865810060,20140812T000000,267500.0,5,3.5,2390,6600,2.0,0,0,5,7,2390,0,1977,0,98042,47.3737,-122.115,1140,6600,111.92468619246861,38,0,38,8.5,0.3621212121212121,0,Moderate ($250K-$500K),1970
7533800295,20140819T000000,1750000.0,4,3.25,3460,7749,2.0,0,1,3,10,3020,440,1950,1998,98115,47.6849,-122.273,3030,8680,505.78034682080926,65,1,17,7.25,0.4465092269970319,1,Luxury (>$1M),1950
5415300060,20140813T000000,435000.0,6,3.5,2400,8620,2.0,0,0,3,8,1640,760,1987,0,98034,47.7152,-122.162,1940,7350,181.25,28,0,28,9.5,0.27842227378190254,1,Moderate ($250K-$500K),1980
3876100320,20140905T000000,482500.0,6,4.5,2940,7500,1.5,0,0,4,8,2940,0,1966,0,98034,47.7208,-122.182,2010,7500,164.1156462585034,49,0,49,10.5,0.392,0,Moderate ($250K-$500K),1960
1247600105,20141020T000000,5110800.0,5,5.25,8010,45517,2.0,1,4,3,12,5990,2020,1999,0,98033,47.6767,-122.211,3430,26788,638.0524344569288,16,0,16,10.25,0.17597820594503152,1,Luxury (>$1M),1990
3705900238,20140828T000000,439995.0,3,1.75,1570,8400,1.0,0,0,4,7,1570,0,1959,0,98133,47.76,-122.34,1860,8639,280.2515923566879,56,0,56,4.75,0.1869047619047619,0,Moderate ($250K-$500K),1950
3876200070,20150508T000000,460000.0,3,3.0,1520,7500,1.0,0,0,3,7,1180,340,1967,0,98034,47.7276,-122.181,2080,8000,302.63157894736844,48,0,48,6.0,0.20266666666666666,1,Moderate ($250K-$500K),1960
4388000140,20140729T000000,194000.0,3,1.0,1070,6440,1.0,0,0,4,7,1070,0,1971,0,98023,47.3186,-122.373,1190,6532,181.30841121495328,44,0,44,4.0,0.16614906832298137,0,Budget (<$250K),1970
3523029041,20141009T000000,290000.0,2,0.75,440,8313,1.0,1,3,4,5,440,0,1943,0,98070,47.4339,-122.512,880,26289,659.0909090909091,72,0,72,2.75,0.05292914711897029,0,Moderate ($250K-$500K),1940
3110800260,20140715T000000,274700.0,4,2.0,2440,9600,1.0,0,0,5,7,1220,1220,1963,0,98031,47.4142,-122.179,1370,9600,112.58196721311475,52,0,52,6.0,0.25416666666666665,1,Moderate ($250K-$500K),1960
3131201290,20150317T000000,900000.0,4,2.5,2660,3672,2.0,0,0,5,8,1800,860,1910,0,98105,47.6609,-122.324,1510,3825,338.34586466165416,105,0,105,6.5,0.724400871459695,1,High ($750K-$1M),1910
1117200390,20140507T000000,1150000.0,4,4.0,4460,103382,2.0,0,0,3,11,4460,0,2001,0,98053,47.634,-121.997,3470,88519,257.84753363228697,14,0,14,8.0,0.04314097231626395,0,Luxury (>$1M),2000
8956000350,20140903T000000,605000.0,3,2.5,2010,3667,2.0,0,0,3,9,2010,0,2008,0,98027,47.545,-122.015,2350,3600,300.9950248756219,7,0,7,5.5,0.5481319880010909,0,Mid-High ($500K-$750K),2000
7853210140,20150309T000000,359000.0,3,2.5,1450,3850,2.0,0,0,3,7,1450,0,2004,0,98065,47.5318,-121.85,1970,3748,247.58620689655172,11,0,11,5.5,0.37662337662337664,0,Moderate ($250K-$500K),2000
3250500140,20141008T000000,850000.0,3,1.75,1400,9900,1.0,0,0,3,7,1400,0,1951,0,98004,47.6272,-122.209,1810,10796,607.1428571428571,64,0,64,4.75,0.1414141414141414,0,High ($750K-$1M),1950
2767601375,20140821T000000,505000.0,3,2.0,1500,2500,2.0,0,0,3,8,1500,0,2002,0,98107,47.6748,-122.385,1550,5000,336.6666666666667,13,0,13,5.0,0.6,0,Mid-High ($500K-$750K),2000
9465910320,20140709T000000,565000.0,3,2.5,2500,7394,2.0,0,0,3,9,2500,0,1990,0,98072,47.7441,-122.173,2790,7642,226.0,25,0,25,5.5,0.3381119826886665,0,Mid-High ($500K-$750K),1990
3334000055,20150429T000000,585000.0,2,1.75,1280,7110,1.0,0,0,4,7,1000,280,1955,0,98118,47.5569,-122.273,1550,6835,457.03125,60,0,60,3.75,0.180028129395218,1,Mid-High ($500K-$750K),1950
7893800335,20150430T000000,328000.0,4,3.25,3380,7500,2.0,0,3,3,7,2420,960,1990,0,98198,47.4092,-122.33,1920,7500,97.0414201183432,25,0,25,7.25,0.45066666666666666,1,Moderate ($250K-$500K),1990
3586500700,20140709T000000,749950.0,4,2.75,2910,18700,1.0,0,0,3,9,2210,700,1957,1995,98177,47.7557,-122.368,2420,26140,257.7147766323024,58,1,20,6.75,0.15561497326203208,1,Mid-High ($500K-$750K),1950
3630180400,20140626T000000,826000.0,4,2.5,3060,7140,2.0,0,0,3,9,3060,0,2006,0,98027,47.5393,-121.998,3240,6218,269.93464052287584,9,0,9,6.5,0.42857142857142855,0,High ($750K-$1M),2000
3210950510,20140904T000000,535000.0,3,1.0,1330,40259,1.0,0,0,4,7,1330,0,1977,0,98024,47.552,-121.89,1710,34787,402.25563909774434,38,0,38,4.0,0.033036091308775675,0,Mid-High ($500K-$750K),1970
1224069074,20140806T000000,925000.0,4,2.5,3300,101930,2.0,0,0,4,10,3300,0,1991,0,98029,47.576,-121.976,2880,213879,280.3030303030303,24,0,24,6.5,0.03237515942313352,0,High ($750K-$1M),1990
7625700935,20140605T000000,875000.0,3,3.5,3250,6000,2.0,0,0,3,10,2500,750,2001,0,98136,47.5533,-122.391,1650,6000,269.2307692307692,14,0,14,6.5,0.5416666666666666,1,High ($750K-$1M),2000
7856610200,20140523T000000,902000.0,4,2.25,2530,9200,1.0,0,0,5,9,1570,960,1976,0,98006,47.5612,-122.152,3030,9400,356.5217391304348,39,0,39,6.25,0.275,1,High ($750K-$1M),1970
7287100135,20141001T000000,423000.0,3,1.0,1830,13900,1.0,0,0,3,7,1830,0,1951,0,98133,47.7654,-122.352,1840,10667,231.14754098360655,64,0,64,4.0,0.1316546762589928,0,Moderate ($250K-$500K),1950
1023059324,20140623T000000,235000.0,3,1.0,1170,11100,1.0,0,0,4,6,1170,0,1968,0,98059,47.4954,-122.164,2080,8481,200.85470085470087,47,0,47,4.0,0.10540540540540541,0,Budget (<$250K),1960
6398000171,20140710T000000,545000.0,2,2.0,2930,14057,1.0,0,2,4,8,1680,1250,1980,0,98070,47.4025,-122.463,2234,61011,186.00682593856655,35,0,35,4.0,0.20843707761257738,1,Mid-High ($500K-$750K),1980
6149700350,20141016T000000,343000.0,2,1.0,1230,7560,1.0,0,0,3,7,1230,0,1961,0,98133,47.7298,-122.34,1270,7560,278.8617886178862,54,0,54,3.0,0.1626984126984127,0,Moderate ($250K-$500K),1960
9558020890,20150324T000000,334950.0,3,2.5,1620,2930,2.0,0,0,3,8,1620,0,2002,0,98058,47.4491,-122.12,1900,2943,206.75925925925927,13,0,13,5.5,0.552901023890785,0,Moderate ($250K-$500K),2000
2624049185,20140909T000000,405000.0,3,1.75,1760,5355,1.0,0,0,3,7,1160,600,1956,0,98118,47.5368,-122.267,1790,6225,230.11363636363637,59,0,59,4.75,0.32866479925303455,1,Moderate ($250K-$500K),1950
236400260,20141215T000000,220000.0,4,1.0,1440,8250,1.0,0,0,3,7,1440,0,1959,0,98188,47.4325,-122.291,1440,8466,152.77777777777777,56,0,56,5.0,0.17454545454545456,0,Budget (<$250K),1950
3826000560,20141002T000000,173000.0,2,1.0,1740,8100,1.0,0,0,3,6,1050,690,1947,0,98168,47.4942,-122.304,960,8100,99.42528735632185,68,0,68,3.0,0.21481481481481482,1,Budget (<$250K),1940
7011201245,20141107T000000,655000.0,3,1.0,1270,3600,1.5,0,0,3,7,1270,0,1906,0,98119,47.6368,-122.37,1710,3600,515.7480314960629,109,0,109,4.0,0.3527777777777778,0,Mid-High ($500K-$750K),1900
9222400510,20150107T000000,406000.0,2,1.0,880,3000,1.0,0,0,3,6,880,0,1924,0,98115,47.6749,-122.323,890,3000,461.3636363636364,91,0,91,3.0,0.29333333333333333,0,Moderate ($250K-$500K),1920
9455200570,20141217T000000,632000.0,6,2.5,2560,8320,1.0,0,0,3,7,1370,1190,1961,0,98125,47.7021,-122.287,2360,7800,246.875,54,0,54,8.5,0.3076923076923077,1,Mid-High ($500K-$750K),1960
2112700030,20141126T000000,357000.0,5,2.75,1540,4000,1.0,0,0,3,7,1140,400,1990,0,98106,47.533,-122.354,1630,4000,231.8181818181818,25,0,25,7.75,0.385,1,Moderate ($250K-$500K),1990
8658300260,20141209T000000,361000.0,3,1.75,1150,17585,1.0,0,0,3,7,1150,0,1964,0,98014,47.6503,-121.908,1200,7500,313.9130434782609,51,0,51,4.75,0.06539664486778504,0,Moderate ($250K-$500K),1960
3996900160,20140708T000000,277000.0,2,1.0,770,8149,1.0,0,0,3,6,770,0,1948,0,98155,47.7458,-122.298,1160,8149,359.7402597402597,67,0,67,3.0,0.09449012148729906,0,Moderate ($250K-$500K),1940
5561400340,20140605T000000,630000.0,4,3.75,4610,40202,1.0,0,0,4,10,2500,2110,1980,0,98027,47.4599,-122.0,3050,41056,136.65943600867678,35,0,35,7.75,0.1146709118949306,1,Mid-High ($500K-$750K),1980
11900140,20140509T000000,254000.0,3,2.5,1850,4597,2.0,0,0,3,8,1850,0,2003,0,98042,47.3755,-122.136,2210,5000,137.2972972972973,12,0,12,5.5,0.40243637154666084,0,Moderate ($250K-$500K),2000
6071600340,20141113T000000,472800.0,3,2.25,1840,8400,1.0,0,0,3,8,1290,550,1961,0,98006,47.5497,-122.172,2110,8400,256.95652173913044,54,0,54,5.25,0.21904761904761905,1,Moderate ($250K-$500K),1960
1231000510,20140922T000000,263000.0,3,1.75,1490,3800,1.0,0,0,3,6,700,790,1913,0,98118,47.5554,-122.27,2180,4000,176.51006711409397,102,0,102,4.75,0.39210526315789473,1,Moderate ($250K-$500K),1910
1231000510,20150504T000000,510000.0,3,1.75,1490,3800,1.0,0,0,3,6,700,790,1913,0,98118,47.5554,-122.27,2180,4000,342.28187919463085,102,0,102,4.75,0.39210526315789473,1,Mid-High ($500K-$750K),1910
7683800192,20141107T000000,179950.0,3,1.0,960,10125,1.0,0,0,4,7,960,0,1952,0,98003,47.3335,-122.305,1250,9769,187.44791666666666,63,0,63,4.0,0.09481481481481481,0,Budget (<$250K),1950
4123400340,20141203T000000,525000.0,4,2.25,1580,7307,1.0,0,0,3,8,1160,420,1973,0,98027,47.569,-122.086,2020,7458,332.27848101265823,42,0,42,6.25,0.21623101135897085,1,Mid-High ($500K-$750K),1970
5458300685,20140520T000000,479000.0,3,2.5,1260,889,3.0,0,0,3,8,1260,0,2008,0,98109,47.6277,-122.345,1340,1324,380.1587301587302,7,0,7,5.5,1.4173228346456692,0,Moderate ($250K-$500K),2000
194000505,20140904T000000,651000.0,3,2.0,1940,6440,1.0,0,2,5,7,970,970,1940,0,98116,47.5664,-122.389,1730,4640,335.5670103092784,75,0,75,5.0,0.30124223602484473,1,Mid-High ($500K-$750K),1940
3885804305,20140911T000000,949000.0,4,1.75,2490,7834,1.0,0,3,4,8,1240,1250,1958,0,98033,47.6851,-122.209,3210,7834,381.12449799196787,57,0,57,5.75,0.3178452897625734,1,High ($750K-$1M),1950
3971700560,20150421T000000,392400.0,5,2.5,2520,27951,1.5,0,0,3,7,1890,630,1942,1970,98155,47.7733,-122.318,1830,14373,155.71428571428572,73,1,45,7.5,0.09015777610818933,1,Moderate ($250K-$500K),1940
8585400135,20141105T000000,585000.0,4,1.75,1760,5356,1.0,0,0,4,7,920,840,1950,0,98115,47.679,-122.288,1680,5184,332.3863636363636,65,0,65,5.75,0.3286034353995519,1,Mid-High ($500K-$750K),1950
8691500990,20141212T000000,460000.0,4,2.5,4190,7504,2.0,0,0,3,7,4190,0,2004,0,98058,47.4394,-122.114,2480,6727,109.78520286396181,11,0,11,6.5,0.5583688699360341,0,Moderate ($250K-$500K),2000
2770606685,20140813T000000,470000.0,3,1.0,1170,4400,1.0,0,0,3,7,870,300,1951,0,98199,47.6584,-122.391,1240,4400,401.70940170940173,64,0,64,4.0,0.26590909090909093,1,Moderate ($250K-$500K),1950
8856971000,20150406T000000,245000.0,3,2.5,1600,4271,2.0,0,0,3,7,1600,0,2003,0,98038,47.386,-122.036,1520,3225,153.125,12,0,12,5.5,0.3746195270428471,0,Budget (<$250K),2000
1026049082,20141125T000000,500000.0,4,2.0,2760,27631,2.0,0,0,4,8,1800,960,1978,0,98155,47.7484,-122.291,2490,13158,181.15942028985506,37,0,37,6.0,0.09988780717310268,1,Moderate ($250K-$500K),1970
2095800400,20141113T000000,455000.0,3,2.5,2090,8653,2.0,0,0,3,8,2090,0,1989,0,98011,47.7498,-122.184,2090,6396,217.70334928229664,26,0,26,5.5,0.24153472784005547,0,Moderate ($250K-$500K),1980
7852030240,20150408T000000,485500.0,4,2.5,2320,3974,2.0,0,0,3,7,2320,0,1999,0,98065,47.532,-121.88,2620,4539,209.26724137931035,16,0,16,6.5,0.58379466532461,0,Moderate ($250K-$500K),1990
6321000045,20141222T000000,1875000.0,5,3.25,4110,7920,2.0,0,3,3,9,3150,960,1921,0,98122,47.617,-122.282,3890,7800,456.2043795620438,94,0,94,8.25,0.5189393939393939,1,Luxury (>$1M),1920
3751600030,20140717T000000,100000.0,2,1.0,770,17334,1.0,0,0,3,7,770,0,1978,0,98001,47.2997,-122.269,1480,17334,129.87012987012986,37,0,37,3.0,0.04442136840890735,0,Budget (<$250K),1970
4046500510,20140905T000000,307000.0,3,1.75,1410,16105,1.0,0,0,3,7,1410,0,1982,0,98014,47.6927,-121.913,1550,18615,217.7304964539007,33,0,33,4.75,0.08755045017075443,0,Moderate ($250K-$500K),1980
8029520240,20141010T000000,475000.0,4,3.5,3660,14401,2.0,0,0,3,10,2660,1000,1994,0,98023,47.3076,-122.396,2780,10653,129.78142076502732,21,0,21,7.5,0.2541490174293452,1,Moderate ($250K-$500K),1990
7016310030,20150219T000000,330000.0,4,2.5,2180,7210,1.0,0,0,3,7,1190,990,1972,0,98011,47.7419,-122.181,2070,7210,151.37614678899084,43,0,43,6.5,0.30235783633841884,1,Moderate ($250K-$500K),1970
1238500451,20150209T000000,130000.0,3,1.0,1110,7520,1.0,0,0,4,7,1110,0,1960,0,98033,47.683,-122.176,1440,8400,117.11711711711712,55,0,55,4.0,0.14760638297872342,0,Budget (<$250K),1960
4401150070,20140623T000000,320000.0,3,2.5,2280,7417,2.0,0,0,3,8,2280,0,1998,0,98001,47.3557,-122.278,2370,6443,140.35087719298247,17,0,17,5.5,0.3074019145206957,0,Moderate ($250K-$500K),1990
3331000070,20140606T000000,735000.0,4,2.5,2820,6180,2.0,0,0,3,9,2050,770,2013,0,98118,47.5529,-122.281,1390,4635,260.63829787234044,2,0,2,6.5,0.4563106796116505,1,Mid-High ($500K-$750K),2010
2636900126,20150312T000000,365000.0,4,2.5,1570,9600,1.0,0,0,3,7,800,770,1972,0,98155,47.7757,-122.303,1340,9110,232.48407643312103,43,0,43,6.5,0.16354166666666667,1,Moderate ($250K-$500K),1970
1842900030,20150416T000000,234000.0,3,1.5,1200,11935,1.0,0,0,4,7,1200,0,1968,0,98042,47.3434,-122.082,1350,11935,195.0,47,0,47,4.5,0.10054461667364893,0,Budget (<$250K),1960
1761300310,20140827T000000,211000.0,4,2.0,1710,8288,1.5,0,0,3,7,1710,0,1970,0,98031,47.3947,-122.174,1710,7200,123.39181286549707,45,0,45,6.0,0.2063223938223938,0,Budget (<$250K),1970
5249800729,20150330T000000,680000.0,6,3.5,3000,6320,2.0,0,2,3,8,2400,600,1969,0,98118,47.562,-122.279,1720,6360,226.66666666666666,46,0,46,9.5,0.47468354430379744,1,Mid-High ($500K-$750K),1960
5104511600,20141112T000000,457000.0,4,3.0,2800,7845,2.0,0,0,3,8,2800,0,2002,0,98038,47.3544,-122.013,2800,6977,163.21428571428572,13,0,13,7.0,0.35691523263224983,0,Moderate ($250K-$500K),2000
8663370060,20141009T000000,349000.0,3,2.25,1640,7261,2.0,0,0,3,7,1640,0,1989,0,98034,47.7192,-122.176,1640,6789,212.8048780487805,26,0,26,5.25,0.22586420603222696,0,Moderate ($250K-$500K),1980
613400030,20141024T000000,360000.0,3,2.75,2030,6840,1.0,0,0,3,7,1210,820,1979,0,98108,47.5413,-122.299,1910,6365,177.3399014778325,36,0,36,5.75,0.29678362573099415,1,Moderate ($250K-$500K),1970
6004510240,20150414T000000,350000.0,4,2.5,2530,10155,2.0,0,0,3,8,2530,0,1998,0,98042,47.351,-122.146,2330,7205,138.3399209486166,17,0,17,6.5,0.24913835548990645,0,Moderate ($250K-$500K),1990
1450100070,20150430T000000,208000.0,3,1.0,990,7420,1.0,0,0,5,6,990,0,1960,0,98002,47.2898,-122.221,1010,7420,210.1010101010101,55,0,55,4.0,0.1334231805929919,0,Budget (<$250K),1960
6117501820,20140618T000000,250275.0,2,1.0,790,11234,1.0,0,0,4,6,790,0,1942,0,98166,47.4413,-122.349,1930,11871,316.80379746835445,73,0,73,3.0,0.07032223606907602,0,Moderate ($250K-$500K),1940
6117501820,20150428T000000,435000.0,2,1.0,790,11234,1.0,0,0,4,6,790,0,1942,0,98166,47.4413,-122.349,1930,11871,550.632911392405,73,0,73,3.0,0.07032223606907602,0,Moderate ($250K-$500K),1940
5420300240,20141205T000000,270000.0,3,1.75,1800,7763,1.0,0,0,3,6,1470,330,1984,0,98030,47.3766,-122.184,1440,7483,150.0,31,0,31,4.75,0.2318691227618189,1,Moderate ($250K-$500K),1980
4140900140,20140527T000000,438000.0,3,1.75,1650,12940,1.0,0,0,4,7,1650,0,1961,0,98028,47.7629,-122.268,2830,12600,265.45454545454544,54,0,54,4.75,0.1275115919629057,0,Moderate ($250K-$500K),1960
1630700135,20141119T000000,659000.0,4,2.0,1980,23625,2.0,0,0,3,8,1980,0,1938,1984,98072,47.7553,-122.092,2300,24640,332.82828282828285,77,1,31,6.0,0.0838095238095238,0,Mid-High ($500K-$750K),1930
5166700055,20150504T000000,645000.0,4,2.75,2340,6350,1.0,0,0,4,7,1310,1030,1974,0,98126,47.5559,-122.379,2020,6350,275.64102564102564,41,0,41,6.75,0.36850393700787404,1,Mid-High ($500K-$750K),1970
3224600310,20141030T000000,685100.0,4,2.5,2790,5423,2.0,0,0,3,9,2790,0,1999,0,98074,47.6085,-122.017,2450,6453,245.55555555555554,16,0,16,6.5,0.5144753826295408,0,Mid-High ($500K-$750K),1990
7227802030,20140623T000000,350000.0,7,3.0,2800,9569,1.0,0,2,3,7,1400,1400,1963,0,98056,47.5102,-122.183,2150,7333,125.0,52,0,52,10.0,0.29261155815654716,1,Moderate ($250K-$500K),1960
226059078,20150227T000000,375000.0,2,1.0,1840,81892,1.0,0,0,3,6,1840,0,1955,0,98072,47.7694,-122.124,2550,40089,203.80434782608697,60,0,60,3.0,0.022468617203145608,0,Moderate ($250K-$500K),1950
1796100140,20140715T000000,170000.0,3,1.5,1350,81549,1.0,0,0,2,7,1350,0,1966,0,98092,47.3099,-122.09,2220,93825,125.92592592592592,49,0,49,4.5,0.016554464187175807,0,Budget (<$250K),1960
5309100140,20140624T000000,880000.0,4,2.5,3030,3841,3.0,0,0,3,9,3030,0,2005,0,98117,47.6781,-122.369,1080,4922,290.42904290429044,10,0,10,6.5,0.7888570684717522,0,High ($750K-$1M),2000
8658300510,20150419T000000,410500.0,4,2.5,1980,5000,2.0,0,0,3,8,1980,0,2008,0,98014,47.6492,-121.908,1400,8500,207.32323232323233,7,0,7,6.5,0.396,0,Moderate ($250K-$500K),2000
8691300060,20141023T000000,780000.0,4,2.5,3690,13609,2.0,0,2,3,10,3690,0,1996,0,98075,47.5872,-121.972,3600,13609,211.3821138211382,19,0,19,6.5,0.27114409581894333,0,High ($750K-$1M),1990
9103000393,20140910T000000,1225000.0,5,4.5,3732,4426,2.5,0,0,3,10,2932,800,2001,0,98112,47.6189,-122.288,2950,4000,328.2422293676313,14,0,14,9.5,0.8431992769995481,1,Luxury (>$1M),2000
8682281170,20141113T000000,449000.0,2,1.75,1510,6852,1.0,0,0,3,8,1510,0,2005,0,98053,47.7073,-122.012,1510,5912,297.35099337748346,10,0,10,3.75,0.22037361354349094,0,Moderate ($250K-$500K),2000
472000055,20140514T000000,546000.0,3,1.75,2000,5000,1.0,0,0,4,7,1110,890,1921,0,98117,47.6859,-122.399,1750,5000,273.0,94,0,94,4.75,0.4,1,Mid-High ($500K-$750K),1920
2473400570,20140516T000000,317000.0,3,2.0,1760,11410,1.0,0,0,5,7,1060,700,1977,0,98058,47.4528,-122.163,1680,9165,180.11363636363637,38,0,38,5.0,0.15425065731814197,1,Moderate ($250K-$500K),1970
3449500135,20140625T000000,276900.0,3,1.0,1270,7566,1.0,0,0,4,7,1270,0,1958,0,98056,47.5074,-122.175,1780,7520,218.03149606299212,57,0,57,4.0,0.16785619878403382,0,Moderate ($250K-$500K),1950
1926049355,20141028T000000,399000.0,5,2.0,2620,7030,1.0,0,0,3,8,1420,1200,1965,0,98133,47.7338,-122.352,1360,7964,152.29007633587787,50,0,50,7.0,0.37268847795163584,1,Moderate ($250K-$500K),1960
8650000070,20140808T000000,495000.0,5,2.75,2630,10165,1.0,0,0,4,8,1690,940,1976,0,98027,47.5196,-122.049,2440,10165,188.21292775665398,39,0,39,7.75,0.2587309394982784,1,Moderate ($250K-$500K),1970
8732131200,20140808T000000,258000.0,3,1.75,2270,9000,1.0,0,0,4,8,1330,940,1978,0,98023,47.3077,-122.381,2090,8400,113.65638766519824,37,0,37,4.75,0.25222222222222224,1,Moderate ($250K-$500K),1970
1624079051,20140710T000000,600000.0,2,2.5,2410,102366,1.0,0,0,4,7,1940,470,1912,1989,98024,47.5629,-121.918,2460,310582,248.96265560165975,103,1,26,4.5,0.023542973252837857,1,Mid-High ($500K-$750K),1910
993001629,20141117T000000,265000.0,3,2.75,1120,881,3.0,0,0,3,8,1120,0,1999,0,98103,47.6914,-122.343,1120,1087,236.60714285714286,16,0,16,5.75,1.271282633371169,0,Moderate ($250K-$500K),1990
3832711040,20150424T000000,321000.0,5,2.75,3030,7000,1.0,0,0,4,7,1540,1490,1978,0,98032,47.3661,-122.28,1790,7330,105.94059405940594,37,0,37,7.75,0.4328571428571429,1,Moderate ($250K-$500K),1970
5244801230,20140829T000000,682000.0,5,2.25,2120,4000,1.5,0,0,4,7,1720,400,1910,0,98109,47.644,-122.353,1960,4000,321.6981132075472,105,0,105,7.25,0.53,1,Mid-High ($500K-$750K),1910
2798600240,20141114T000000,295700.0,4,2.5,1720,5805,2.0,0,0,3,8,1720,0,2000,0,98092,47.3286,-122.208,2360,7700,171.91860465116278,15,0,15,6.5,0.2962962962962963,0,Moderate ($250K-$500K),2000
5701800030,20140506T000000,609000.0,4,2.5,2150,37981,2.0,0,0,3,9,2150,0,1985,0,98052,47.7227,-122.098,2450,37981,283.25581395348837,30,0,30,6.5,0.05660725099391801,0,Mid-High ($500K-$750K),1980
7636800041,20140625T000000,995000.0,3,4.5,4380,47044,2.0,1,3,3,9,3720,660,1968,1990,98166,47.4734,-122.365,2460,18512,227.1689497716895,47,1,25,7.5,0.09310432786327694,1,High ($750K-$1M),1960
3904901200,20140818T000000,530000.0,3,2.25,2010,11817,2.0,0,0,4,8,2010,0,1986,0,98029,47.5665,-122.023,2190,10168,263.681592039801,29,0,29,5.25,0.1700939324701701,0,Mid-High ($500K-$750K),1980
4109600055,20141229T000000,614000.0,5,2.5,3150,5150,2.0,0,0,5,8,1870,1280,1907,2004,98118,47.5506,-122.269,1550,5150,194.9206349206349,108,1,11,7.5,0.6116504854368932,1,Mid-High ($500K-$750K),1900
3339400349,20141124T000000,390000.0,3,2.5,2500,21780,1.0,0,0,3,8,1770,730,1986,0,98092,47.3282,-122.198,2670,23400,156.0,29,0,29,5.5,0.1147842056932966,1,Moderate ($250K-$500K),1980
7202340370,20141110T000000,467000.0,3,2.5,1690,6642,2.0,0,0,3,7,1690,0,2004,0,98053,47.6793,-122.033,2120,5080,276.3313609467456,11,0,11,5.5,0.25444143330322194,0,Moderate ($250K-$500K),2000
9477500060,20140813T000000,484000.0,6,2.5,3300,13501,1.0,0,0,3,8,2060,1240,1980,0,98059,47.5116,-122.163,2060,8745,146.66666666666666,35,0,35,8.5,0.24442633878971928,1,Moderate ($250K-$500K),1980
4310701600,20141113T000000,340000.0,3,2.5,1240,1115,3.0,0,0,3,8,1240,0,2003,0,98103,47.6985,-122.34,1410,1355,274.19354838709677,12,0,12,5.5,1.1121076233183858,0,Moderate ($250K-$500K),2000
2215450060,20141223T000000,302495.0,3,2.5,2200,7201,2.0,0,0,3,8,2200,0,1994,0,98030,47.3821,-122.207,2250,7240,137.49772727272727,21,0,21,5.5,0.3055131231773365,0,Moderate ($250K-$500K),1990
2919702075,20140925T000000,532500.0,3,1.75,1620,3360,1.0,0,0,5,7,980,640,1927,0,98117,47.6886,-122.361,1400,3840,328.7037037037037,88,0,88,4.75,0.48214285714285715,1,Mid-High ($500K-$750K),1920
8079030350,20140910T000000,441500.0,3,2.5,2420,9592,2.0,0,0,3,8,1780,640,1993,0,98059,47.5093,-122.153,2420,9145,182.43801652892563,22,0,22,5.5,0.25229357798165136,1,Moderate ($250K-$500K),1990
7893804340,20140724T000000,470000.0,4,2.5,2680,8062,1.0,0,3,4,7,1530,1150,1967,0,98198,47.4132,-122.328,1920,8600,175.37313432835822,48,0,48,6.5,0.3324237161994542,1,Moderate ($250K-$500K),1960
